temperature,feels_like,humidity,wind_speed,weather_condition,season,age_range,style_preference,temperature_sensitivity,formality_preference,item_name,category,min_temp,max_temp,warmth_level,formality_level,item_style,is_recommended
13.7,14.9,86,8.1,clear,summer,18-25,business,cold,semi_formal,Sunglasses,accessories,15,45,0,5,casual,0
24.5,23.3,54,5.8,clouds,summer,25-35,elegant,cold,semi_formal,Waterproof Boots,footwear,0,20,5,5,casual,0
14.4,10.1,67,13.2,clear,autumn,18-25,elegant,normal,formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
3.8,5.0,83,3.3,clouds,spring,45+,business,warm,formal,Umbrella,accessories,-10,35,0,5,casual,1
1.8,-0.0,77,7.5,clear,summer,45+,casual,very_cold,informal,Winter Boots,footwear,-30,5,9,5,casual,1
12.4,9.7,62,3.4,rain,autumn,35-45,sporty,cold,formal,Polo Shirt,upper,15,28,2,6,casual,0
14.1,12.1,33,2.3,snow,winter,25-35,elegant,cold,semi_formal,Sunglasses,accessories,15,45,0,5,casual,0
17.6,17.2,59,5.7,clear,summer,25-35,business,normal,formal,Summer Dress,upper,20,35,1,6,elegant,0
2.4,0.6,47,2.6,clouds,winter,35-45,elegant,normal,informal,Scarf,accessories,-30,10,7,6,elegant,1
18.6,16.1,77,13.8,clouds,autumn,18-25,elegant,warm,semi_formal,Winter Jacket,outerwear,-5,10,7,5,casual,0
-15.9,-15.8,61,13.5,snow,winter,45+,sporty,warm,formal,Polo Shirt,upper,15,28,2,6,casual,0
32.0,27.3,34,10.6,clouds,summer,45+,sporty,very_cold,formal,Linen Shirt,upper,22,38,1,7,business,0
11.3,11.2,34,2.8,clouds,autumn,18-25,sporty,normal,informal,Suit,upper,15,28,3,10,business,0
43.3,42.6,45,9.4,clear,summer,35-45,business,very_warm,formal,Sandals,footwear,22,45,1,2,casual,1
-23.5,-23.1,63,4.8,clear,winter,18-25,sporty,very_cold,informal,T-Shirt,upper,18,35,1,3,casual,0
6.3,4.2,33,0.7,clear,autumn,45+,casual,very_cold,semi_formal,Hoodie,upper,8,20,5,3,sporty,0
26.7,22.8,78,12.0,rain,spring,18-25,business,very_warm,semi_formal,Raincoat,outerwear,5,25,3,4,casual,0
18.8,20.4,70,3.5,drizzle,spring,25-35,elegant,normal,semi_formal,Raincoat,outerwear,5,25,3,4,casual,1
14.0,13.1,44,3.0,clear,spring,45+,sporty,warm,formal,Baseball Cap,accessories,15,40,0,3,sporty,1
22.3,21.5,85,15.0,clear,spring,45+,elegant,normal,formal,Sunglasses,accessories,15,45,0,5,casual,0
18.8,14.9,63,7.2,clear,spring,35-45,business,very_warm,semi_formal,Swim Shorts,lower,28,45,1,1,sporty,0
13.2,10.5,33,12.0,clear,autumn,25-35,sporty,very_warm,semi_formal,Swim Shorts,lower,28,45,1,1,sporty,0
-0.6,-1.6,53,6.6,snow,winter,18-25,business,very_cold,informal,Gloves,accessories,-30,5,8,5,casual,1
30.9,26.3,44,10.5,clear,summer,45+,elegant,warm,formal,Wool Coat,outerwear,-15,5,8,8,business,0
-8.7,-13.1,35,14.8,snow,winter,25-35,casual,very_cold,formal,Winter Hat,accessories,-30,5,8,4,casual,1
26.5,27.6,31,8.6,clouds,summer,45+,elegant,normal,formal,Polo Shirt,upper,15,28,2,6,casual,0
5.5,1.7,55,7.9,clouds,autumn,25-35,elegant,normal,formal,Heavy Sweater,upper,-10,10,7,5,casual,1
25.2,20.3,69,13.2,rain,spring,25-35,casual,very_cold,formal,Tank Top,upper,25,45,1,2,casual,1
31.1,31.4,54,1.8,clear,summer,45+,elegant,very_cold,formal,Wool Coat,outerwear,-15,5,8,8,business,0
0.2,-2.9,81,9.1,clouds,autumn,18-25,sporty,very_cold,informal,Heavy Sweater,upper,-10,10,7,5,casual,1
13.4,10.4,46,12.8,rain,spring,25-35,business,warm,informal,Waterproof Boots,footwear,0,20,5,5,casual,1
26.4,23.5,35,1.8,clouds,summer,35-45,business,warm,informal,Denim Jacket,outerwear,12,22,3,5,casual,1
5.0,3.3,31,6.0,clear,autumn,45+,sporty,very_warm,informal,Swim Shorts,lower,28,45,1,1,sporty,1
2.4,0.3,72,11.6,snow,winter,45+,casual,very_cold,semi_formal,Oxford Shoes,footwear,5,35,2,10,business,0
3.5,4.6,65,8.0,snow,winter,35-45,sporty,cold,formal,Baseball Cap,accessories,15,40,0,3,sporty,0
-6.1,-4.4,40,3.8,clear,winter,18-25,business,cold,semi_formal,Sandals,footwear,22,45,1,2,casual,0
22.6,22.7,43,14.0,clear,summer,18-25,elegant,very_cold,informal,Cardigan,upper,5,18,5,6,casual,0
28.7,25.4,86,10.2,clear,summer,35-45,business,very_cold,formal,Linen Shirt,upper,22,38,1,7,business,1
28.8,29.1,49,7.3,clear,summer,45+,casual,normal,semi_formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
3.1,3.7,54,1.8,clouds,winter,45+,casual,very_cold,semi_formal,T-Shirt,upper,18,35,1,3,casual,0
9.4,3.9,85,14.1,snow,spring,18-25,elegant,normal,formal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
-11.0,-9.6,35,2.4,clouds,winter,25-35,elegant,normal,semi_formal,Linen Shirt,upper,22,38,1,7,business,0
-8.0,-9.1,84,8.3,rain,spring,18-25,elegant,cold,semi_formal,Chinos,lower,10,28,3,7,business,0
-7.6,-6.3,67,0.1,clouds,autumn,45+,casual,normal,semi_formal,Polo Shirt,upper,15,28,2,6,casual,0
20.8,18.0,43,11.4,rain,summer,45+,casual,very_warm,informal,Scarf,accessories,-30,10,7,6,elegant,0
11.8,6.7,40,14.5,clear,autumn,45+,elegant,normal,formal,Waterproof Boots,footwear,0,20,5,5,casual,1
9.0,9.4,71,5.0,clear,summer,35-45,sporty,cold,formal,Down Jacket,outerwear,-25,5,9,5,casual,0
-14.8,-19.5,51,13.4,clear,winter,25-35,casual,warm,formal,Light Jacket,outerwear,10,20,4,6,casual,0
8.6,7.0,57,4.0,clear,spring,35-45,elegant,cold,informal,Heavy Sweater,upper,-10,10,7,5,casual,1
22.2,19.4,88,9.3,clear,summer,25-35,elegant,cold,semi_formal,Down Jacket,outerwear,-25,5,9,5,casual,0
7.9,5.6,89,11.7,clouds,spring,18-25,elegant,warm,informal,Gloves,accessories,-30,5,8,5,casual,0
6.4,7.1,47,1.8,clear,winter,18-25,sporty,cold,semi_formal,Winter Hat,accessories,-30,5,8,4,casual,1
28.1,25.9,78,13.2,clear,summer,35-45,casual,very_cold,informal,Oxford Shoes,footwear,5,35,2,10,business,1
20.4,22.2,55,2.6,clouds,summer,25-35,sporty,normal,formal,Linen Shirt,upper,22,38,1,7,business,0
5.8,4.9,88,10.6,clouds,autumn,45+,elegant,normal,semi_formal,Jeans,lower,-5,25,4,5,casual,1
-23.4,-28.5,43,11.0,clear,winter,35-45,sporty,cold,formal,Winter Boots,footwear,-30,5,9,5,casual,1
16.6,13.3,94,4.7,clear,autumn,45+,sporty,very_warm,informal,Baseball Cap,accessories,15,40,0,3,sporty,1
23.9,25.0,38,0.7,clear,summer,18-25,elegant,normal,formal,Jeans,lower,-5,25,4,5,casual,1
31.9,30.9,59,1.7,clouds,summer,45+,elegant,normal,formal,Gloves,accessories,-30,5,8,5,casual,0
0.1,0.4,44,2.1,snow,autumn,25-35,sporty,normal,informal,Long Sleeve Shirt,upper,0,20,4,7,business,1
24.1,22.2,72,13.3,clear,summer,35-45,business,very_warm,semi_formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
-8.6,-7.6,49,4.3,clouds,winter,35-45,business,normal,formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
16.5,13.9,60,11.9,clear,autumn,45+,elegant,warm,formal,Baseball Cap,accessories,15,40,0,3,sporty,1
3.7,-0.2,86,9.0,clear,winter,18-25,business,very_warm,semi_formal,Summer Dress,upper,20,35,1,6,elegant,0
22.4,22.6,90,10.0,clouds,spring,25-35,elegant,cold,semi_formal,Summer Dress,upper,20,35,1,6,elegant,1
13.1,9.7,44,4.2,clear,summer,45+,casual,very_warm,informal,Denim Jacket,outerwear,12,22,3,5,casual,1
-3.5,-5.6,61,6.6,drizzle,spring,25-35,sporty,very_warm,informal,Blazer,outerwear,15,28,3,9,business,0
-1.0,-1.6,93,3.4,clouds,winter,45+,casual,warm,informal,Heavy Parka,outerwear,-30,0,10,4,casual,1
-2.9,-3.7,53,7.4,snow,winter,35-45,sporty,cold,formal,Heavy Sweater,upper,-10,10,7,5,casual,1
5.2,5.5,40,8.6,rain,autumn,18-25,sporty,very_warm,formal,Winter Jacket,outerwear,-5,10,7,5,casual,0
17.7,18.2,44,10.0,rain,summer,45+,business,warm,informal,Waterproof Boots,footwear,0,20,5,5,casual,1
24.0,19.6,53,14.8,clouds,summer,35-45,business,very_warm,formal,Linen Shirt,upper,22,38,1,7,business,1
3.7,5.2,78,4.0,clear,spring,45+,business,cold,semi_formal,T-Shirt,upper,18,35,1,3,casual,0
-13.1,-11.9,93,0.6,clear,winter,25-35,casual,very_cold,formal,Gloves,accessories,-30,5,8,5,casual,1
27.7,25.1,41,6.5,clear,summer,18-25,sporty,cold,semi_formal,Jeans,lower,-5,25,4,5,casual,0
0.2,-2.8,94,3.2,clouds,autumn,35-45,casual,normal,informal,Heavy Parka,outerwear,-30,0,10,4,casual,1
-6.2,-6.6,74,2.9,clear,winter,18-25,sporty,very_cold,informal,Winter Boots,footwear,-30,5,9,5,casual,1
17.4,18.4,63,0.3,clear,spring,45+,casual,warm,informal,Shorts,lower,20,40,1,3,casual,1
29.2,24.3,73,10.8,clear,summer,18-25,sporty,very_warm,semi_formal,Light Jacket,outerwear,10,20,4,6,casual,0
6.7,3.5,42,6.6,clear,autumn,25-35,casual,warm,formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
12.5,9.0,94,4.9,clouds,spring,45+,business,cold,semi_formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
6.1,7.4,36,1.8,snow,winter,18-25,sporty,normal,informal,Scarf,accessories,-30,10,7,6,elegant,1
25.8,24.6,68,3.2,clear,summer,25-35,casual,cold,semi_formal,Shorts,lower,20,40,1,3,casual,1
9.6,11.6,34,2.3,clouds,spring,35-45,elegant,very_cold,informal,Sunglasses,accessories,15,45,0,5,casual,0
3.0,-1.3,81,12.8,clouds,winter,45+,casual,warm,formal,Winter Hat,accessories,-30,5,8,4,casual,1
-2.6,-5.3,84,4.6,clear,autumn,35-45,business,very_warm,semi_formal,Sandals,footwear,22,45,1,2,casual,0
1.3,-2.0,61,8.7,clouds,winter,35-45,elegant,very_cold,informal,Polo Shirt,upper,15,28,2,6,casual,0
-1.3,-3.5,32,10.4,clouds,winter,18-25,elegant,warm,semi_formal,Umbrella,accessories,-10,35,0,5,casual,1
29.8,30.5,44,1.7,clear,summer,45+,elegant,warm,formal,Gloves,accessories,-30,5,8,5,casual,0
-22.1,-21.5,79,5.2,clear,winter,25-35,elegant,cold,semi_formal,Shorts,lower,20,40,1,3,casual,0
18.0,14.3,48,11.1,clear,spring,18-25,business,cold,semi_formal,Hoodie,upper,8,20,5,3,sporty,0
8.3,9.1,36,7.4,clouds,spring,45+,elegant,normal,formal,Dress Pants,lower,10,30,3,9,business,1
6.1,3.4,64,12.6,snow,autumn,35-45,sporty,cold,formal,Dress Pants,lower,10,30,3,9,business,0
29.6,28.2,59,3.2,clouds,summer,35-45,elegant,very_warm,informal,Baseball Cap,accessories,15,40,0,3,sporty,1
4.4,1.7,89,8.5,clouds,spring,18-25,sporty,cold,semi_formal,Hoodie,upper,8,20,5,3,sporty,0
-10.6,-11.5,90,13.2,snow,winter,35-45,sporty,cold,formal,Sandals,footwear,22,45,1,2,casual,0
-9.1,-10.9,81,14.4,clouds,winter,45+,casual,very_cold,semi_formal,Swim Shorts,lower,28,45,1,1,sporty,0
10.5,7.2,82,11.4,drizzle,autumn,45+,casual,normal,formal,Sneakers,footwear,5,35,3,4,casual,1
22.2,23.6,79,2.1,clouds,spring,18-25,sporty,normal,informal,Tank Top,upper,25,45,1,2,casual,0
-3.2,-5.5,55,0.7,snow,winter,25-35,elegant,normal,semi_formal,Jeans,lower,-5,25,4,5,casual,1
11.7,10.9,88,6.0,rain,spring,18-25,elegant,cold,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,0
6.0,1.3,50,13.8,clouds,autumn,45+,elegant,very_cold,informal,Winter Boots,footwear,-30,5,9,5,casual,1
-3.9,-5.1,49,0.4,clear,winter,45+,casual,very_cold,formal,Fleece Jacket,outerwear,0,15,6,4,sporty,0
3.2,2.2,93,8.5,clear,autumn,18-25,sporty,cold,semi_formal,Down Jacket,outerwear,-25,5,9,5,casual,1
24.9,23.5,51,13.1,clear,summer,45+,casual,warm,formal,Baseball Cap,accessories,15,40,0,3,sporty,1
7.6,7.5,66,1.8,clear,autumn,45+,casual,warm,informal,Dress Pants,lower,10,30,3,9,business,1
9.5,11.4,64,3.9,rain,autumn,45+,business,cold,semi_formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
-10.1,-12.0,81,0.3,clouds,winter,45+,elegant,very_cold,formal,Hoodie,upper,8,20,5,3,sporty,0
-1.9,-1.0,44,9.2,clear,spring,18-25,elegant,very_cold,informal,Sneakers,footwear,5,35,3,4,casual,0
7.4,6.6,32,10.1,snow,winter,18-25,elegant,normal,formal,Umbrella,accessories,-10,35,0,5,casual,0
-5.3,-5.1,55,1.0,snow,winter,18-25,elegant,warm,semi_formal,Winter Jacket,outerwear,-5,10,7,5,casual,0
21.5,23.5,89,1.0,clouds,autumn,25-35,sporty,very_warm,semi_formal,Sandals,footwear,22,45,1,2,casual,0
24.2,21.7,48,12.4,clouds,winter,35-45,casual,very_cold,informal,Sunglasses,accessories,15,45,0,5,casual,1
-13.1,-11.9,93,0.6,clear,winter,25-35,casual,very_cold,formal,T-Shirt,upper,18,35,1,3,casual,0
2.4,-0.9,53,9.7,clear,spring,45+,sporty,warm,formal,Jeans,lower,-5,25,4,5,casual,1
30.6,30.0,76,9.6,clear,summer,18-25,elegant,cold,semi_formal,Baseball Cap,accessories,15,40,0,3,sporty,0
39.0,36.3,93,9.0,clear,summer,18-25,elegant,cold,semi_formal,Sunglasses,accessories,15,45,0,5,casual,1
12.7,12.2,79,4.2,clear,spring,35-45,elegant,very_warm,informal,Heavy Sweater,upper,-10,10,7,5,casual,0
20.1,20.3,33,9.1,clear,summer,45+,casual,warm,informal,Polo Shirt,upper,15,28,2,6,casual,1
11.1,6.9,32,13.0,clouds,autumn,18-25,sporty,normal,informal,Shorts,lower,20,40,1,3,casual,0
26.3,22.3,54,14.3,clear,summer,45+,casual,very_cold,informal,Jeans,lower,-5,25,4,5,casual,1
28.4,26.7,37,15.0,clouds,summer,18-25,casual,very_cold,formal,Tank Top,upper,25,45,1,2,casual,1
11.9,12.9,46,5.5,clear,autumn,18-25,elegant,warm,informal,Long Sleeve Shirt,upper,0,20,4,7,business,1
20.3,21.6,65,1.6,clouds,summer,45+,elegant,normal,formal,Swim Shorts,lower,28,45,1,1,sporty,0
5.6,5.1,39,7.0,drizzle,autumn,35-45,elegant,very_cold,informal,Sneakers,footwear,5,35,3,4,casual,0
13.2,15.6,68,2.4,rain,autumn,25-35,business,warm,informal,Heavy Sweater,upper,-10,10,7,5,casual,0
20.5,18.5,37,5.0,clear,summer,45+,casual,very_cold,formal,Sunglasses,accessories,15,45,0,5,casual,1
-0.1,0.2,92,7.7,drizzle,spring,18-25,sporty,normal,informal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
31.6,33.6,36,2.8,clouds,summer,18-25,elegant,cold,semi_formal,Waterproof Boots,footwear,0,20,5,5,casual,0
23.8,22.3,57,12.3,clouds,summer,18-25,elegant,warm,informal,Oxford Shoes,footwear,5,35,2,10,business,1
16.8,15.1,81,12.2,clear,autumn,35-45,business,normal,informal,Sunglasses,accessories,15,45,0,5,casual,1
1.2,-0.8,63,3.4,clouds,autumn,18-25,sporty,very_cold,informal,Blazer,outerwear,15,28,3,9,business,0
23.7,24.4,49,5.3,clouds,spring,25-35,casual,cold,semi_formal,Tank Top,upper,25,45,1,2,casual,0
22.3,21.5,85,15.0,clear,spring,45+,elegant,normal,formal,Raincoat,outerwear,5,25,3,4,casual,1
10.1,7.8,34,0.9,clouds,spring,25-35,sporty,normal,informal,Light Jacket,outerwear,10,20,4,6,casual,1
24.0,23.5,85,6.4,rain,spring,18-25,elegant,cold,semi_formal,Summer Dress,upper,20,35,1,6,elegant,1
9.4,9.8,84,1.3,snow,autumn,35-45,sporty,very_warm,formal,Umbrella,accessories,-10,35,0,5,casual,1
8.1,9.0,53,0.9,clouds,spring,18-25,elegant,warm,informal,Hoodie,upper,8,20,5,3,sporty,1
-0.4,-1.8,51,11.9,drizzle,spring,25-35,elegant,cold,semi_formal,Suit,upper,15,28,3,10,business,0
18.4,14.8,63,14.6,clear,autumn,45+,casual,very_warm,informal,Thermal Underwear,upper,-30,0,9,2,sporty,0
22.8,22.1,66,0.2,clouds,summer,45+,elegant,very_cold,informal,Thermal Underwear,upper,-30,0,9,2,sporty,0
20.7,15.2,87,13.0,clear,spring,45+,elegant,normal,semi_formal,Sunglasses,accessories,15,45,0,5,casual,1
8.2,7.3,37,11.7,clear,autumn,18-25,business,very_cold,informal,Long Sleeve Shirt,upper,0,20,4,7,business,1
-2.6,-3.1,49,2.5,drizzle,spring,25-35,elegant,cold,semi_formal,Suit,upper,15,28,3,10,business,0
15.0,13.6,90,6.9,rain,autumn,35-45,business,very_cold,formal,Blazer,outerwear,15,28,3,9,business,1
4.8,7.1,65,1.3,clouds,winter,35-45,elegant,very_warm,informal,Denim Jacket,outerwear,12,22,3,5,casual,0
25.0,22.4,39,7.1,clear,summer,45+,casual,normal,formal,Oxford Shoes,footwear,5,35,2,10,business,1
-15.0,-15.7,53,5.1,snow,winter,18-25,elegant,very_warm,formal,Oxford Shoes,footwear,5,35,2,10,business,0
5.1,5.3,57,11.2,snow,spring,45+,business,very_cold,semi_formal,Waterproof Boots,footwear,0,20,5,5,casual,1
-14.5,-18.3,53,11.5,clouds,winter,45+,elegant,normal,semi_formal,Wool Coat,outerwear,-15,5,8,8,business,1
29.1,26.7,44,12.7,clear,summer,25-35,sporty,normal,formal,Sunglasses,accessories,15,45,0,5,casual,0
14.1,15.2,78,8.5,clouds,spring,25-35,sporty,very_warm,semi_formal,Hoodie,upper,8,20,5,3,sporty,1
5.7,1.8,63,9.8,rain,autumn,45+,casual,very_cold,informal,Heavy Sweater,upper,-10,10,7,5,casual,1
19.0,18.6,57,7.8,clear,spring,25-35,sporty,normal,informal,Dress Pants,lower,10,30,3,9,business,1
8.5,5.0,40,5.9,clear,autumn,35-45,casual,very_cold,formal,Winter Boots,footwear,-30,5,9,5,casual,1
24.7,23.5,49,11.5,clear,summer,35-45,business,very_warm,semi_formal,Shorts,lower,20,40,1,3,casual,1
2.5,2.1,92,6.5,clear,winter,35-45,elegant,very_cold,informal,Winter Boots,footwear,-30,5,9,5,casual,1
0.4,-2.2,82,14.2,clouds,spring,45+,sporty,very_cold,informal,Hoodie,upper,8,20,5,3,sporty,0
10.2,12.3,81,2.7,clouds,summer,45+,elegant,normal,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,1
-5.7,-5.8,58,6.4,snow,winter,18-25,elegant,warm,informal,Light Jacket,outerwear,10,20,4,6,casual,0
6.6,7.7,79,6.7,snow,autumn,25-35,casual,very_cold,formal,Sneakers,footwear,5,35,3,4,casual,1
0.2,-0.4,49,3.2,snow,winter,25-35,sporty,very_warm,semi_formal,Waterproof Boots,footwear,0,20,5,5,casual,1
14.8,13.6,88,9.5,rain,autumn,18-25,sporty,cold,semi_formal,Raincoat,outerwear,5,25,3,4,casual,1
5.2,1.3,31,14.5,clear,winter,45+,business,warm,informal,Swim Shorts,lower,28,45,1,1,sporty,0
-4.1,-6.8,36,11.6,clear,autumn,25-35,elegant,normal,formal,Shorts,lower,20,40,1,3,casual,0
14.5,10.4,53,6.6,clear,spring,35-45,casual,very_cold,formal,Heavy Sweater,upper,-10,10,7,5,casual,0
30.0,26.7,59,9.5,rain,autumn,45+,elegant,normal,semi_formal,Scarf,accessories,-30,10,7,6,elegant,0
33.3,33.8,44,0.8,clear,summer,45+,elegant,very_cold,semi_formal,Denim Jacket,outerwear,12,22,3,5,casual,0
23.0,23.1,30,1.0,clear,summer,45+,business,cold,semi_formal,Dress Pants,lower,10,30,3,9,business,1
43.3,42.6,45,9.4,clear,summer,35-45,business,very_warm,formal,Light Jacket,outerwear,10,20,4,6,casual,0
-7.8,-7.2,94,0.7,snow,winter,45+,casual,normal,formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
-20.6,-21.2,93,9.3,clouds,winter,45+,casual,normal,formal,Tank Top,upper,25,45,1,2,casual,0
34.0,32.8,91,3.5,clouds,summer,25-35,business,normal,formal,Sneakers,footwear,5,35,3,4,casual,1
17.7,15.7,54,14.6,clear,summer,45+,elegant,normal,formal,Hoodie,upper,8,20,5,3,sporty,1
27.9,24.8,45,1.4,clear,summer,45+,casual,normal,formal,Summer Dress,upper,20,35,1,6,elegant,1
20.5,15.4,87,12.0,clouds,summer,35-45,elegant,cold,informal,Gloves,accessories,-30,5,8,5,casual,0
11.8,8.5,66,14.2,drizzle,autumn,18-25,sporty,very_cold,informal,Wool Coat,outerwear,-15,5,8,8,business,0
8.0,6.4,53,14.1,clear,autumn,35-45,business,very_warm,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,1
9.5,9.1,60,4.7,clear,spring,45+,elegant,normal,formal,Polo Shirt,upper,15,28,2,6,casual,0
23.0,24.7,56,3.8,clear,summer,18-25,elegant,warm,informal,Linen Shirt,upper,22,38,1,7,business,1
17.2,12.4,48,9.2,clear,summer,35-45,elegant,normal,informal,Dress Pants,lower,10,30,3,9,business,1
21.9,19.1,35,9.0,clear,summer,45+,casual,very_cold,formal,Sunglasses,accessories,15,45,0,5,casual,1
18.2,17.1,54,6.7,rain,spring,25-35,elegant,normal,semi_formal,Blazer,outerwear,15,28,3,9,business,1
-7.5,-9.7,54,14.7,snow,winter,45+,casual,very_cold,semi_formal,Down Jacket,outerwear,-25,5,9,5,casual,1
19.9,21.6,32,4.9,drizzle,autumn,25-35,casual,warm,formal,Waterproof Boots,footwear,0,20,5,5,casual,1
20.4,15.9,40,11.5,clouds,autumn,35-45,business,very_warm,formal,Polo Shirt,upper,15,28,2,6,casual,1
-14.4,-17.1,61,11.8,snow,winter,18-25,casual,very_cold,formal,Light Jacket,outerwear,10,20,4,6,casual,0
12.8,9.1,46,8.6,clear,spring,45+,elegant,normal,semi_formal,Denim Jacket,outerwear,12,22,3,5,casual,1
21.0,17.4,57,12.2,clear,autumn,35-45,elegant,very_warm,informal,Winter Boots,footwear,-30,5,9,5,casual,0
-10.8,-11.9,69,0.6,clear,winter,18-25,elegant,warm,informal,Heavy Parka,outerwear,-30,0,10,4,casual,1
25.2,22.0,48,6.1,clear,summer,45+,casual,very_cold,semi_formal,Umbrella,accessories,-10,35,0,5,casual,1
-8.7,-7.2,79,2.0,clouds,winter,18-25,elegant,warm,informal,Waterproof Boots,footwear,0,20,5,5,casual,0
-12.5,-15.7,31,2.5,snow,winter,45+,casual,very_cold,informal,Scarf,accessories,-30,10,7,6,elegant,1
-7.8,-7.2,94,0.7,snow,winter,45+,casual,normal,formal,Winter Boots,footwear,-30,5,9,5,casual,1
7.8,7.9,70,13.2,clouds,spring,18-25,elegant,warm,semi_formal,Hoodie,upper,8,20,5,3,sporty,0
10.5,10.6,49,13.0,clouds,autumn,25-35,sporty,very_cold,informal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
18.2,15.0,56,11.4,clouds,summer,45+,elegant,very_cold,semi_formal,Waterproof Boots,footwear,0,20,5,5,casual,0
-0.4,-1.8,51,11.9,drizzle,spring,25-35,elegant,cold,semi_formal,T-Shirt,upper,18,35,1,3,casual,0
25.1,26.6,35,2.2,drizzle,spring,45+,casual,very_warm,informal,Down Jacket,outerwear,-25,5,9,5,casual,0
-4.0,-5.4,51,13.6,clouds,winter,35-45,business,very_warm,semi_formal,Scarf,accessories,-30,10,7,6,elegant,1
25.3,27.2,83,1.9,clouds,summer,18-25,sporty,cold,semi_formal,Suit,upper,15,28,3,10,business,0
33.3,32.1,45,8.9,clear,summer,45+,casual,normal,formal,Tank Top,upper,25,45,1,2,casual,1
14.7,15.0,44,6.9,clouds,autumn,25-35,business,normal,formal,Blazer,outerwear,15,28,3,9,business,1
6.4,2.4,88,7.0,rain,autumn,18-25,business,very_warm,semi_formal,Jeans,lower,-5,25,4,5,casual,1
8.2,10.8,48,0.7,snow,winter,25-35,elegant,very_warm,informal,Winter Jacket,outerwear,-5,10,7,5,casual,0
-0.2,-2.9,58,7.5,clear,winter,35-45,elegant,very_cold,informal,Blazer,outerwear,15,28,3,9,business,0
-22.2,-26.3,39,7.2,clouds,winter,45+,casual,normal,formal,Jeans,lower,-5,25,4,5,casual,0
-3.9,-8.5,73,8.7,clear,winter,45+,casual,very_cold,formal,Thermal Underwear,upper,-30,0,9,2,sporty,1
24.3,19.8,33,11.8,clear,summer,25-35,elegant,warm,semi_formal,Shorts,lower,20,40,1,3,casual,1
-8.4,-12.3,46,8.2,clear,winter,35-45,elegant,very_warm,formal,Suit,upper,15,28,3,10,business,0
24.4,26.3,79,5.6,clouds,summer,18-25,sporty,normal,informal,Summer Dress,upper,20,35,1,6,elegant,0
31.0,29.5,38,3.8,clear,summer,18-25,elegant,very_cold,informal,Scarf,accessories,-30,10,7,6,elegant,0
-12.8,-11.3,49,7.2,clouds,winter,45+,casual,normal,formal,Umbrella,accessories,-10,35,0,5,casual,0
18.3,16.4,65,7.8,rain,spring,35-45,sporty,cold,formal,Winter Jacket,outerwear,-5,10,7,5,casual,0
29.3,30.8,57,1.9,clear,summer,18-25,sporty,very_cold,informal,Gloves,accessories,-30,5,8,5,casual,0
-5.0,-3.6,54,0.3,snow,winter,45+,elegant,very_cold,semi_formal,Thermal Underwear,upper,-30,0,9,2,sporty,1
13.7,14.9,86,8.1,clear,summer,18-25,business,cold,semi_formal,Scarf,accessories,-30,10,7,6,elegant,1
13.0,15.4,61,2.4,clouds,autumn,45+,sporty,very_warm,informal,Long Sleeve Shirt,upper,0,20,4,7,business,0
-0.1,0.2,92,7.7,drizzle,spring,18-25,sporty,normal,informal,Down Jacket,outerwear,-25,5,9,5,casual,0
15.3,15.0,74,0.8,clouds,winter,18-25,sporty,cold,semi_formal,Baseball Cap,accessories,15,40,0,3,sporty,1
-7.8,-7.2,94,0.7,snow,winter,45+,casual,normal,formal,Long Sleeve Shirt,upper,0,20,4,7,business,0
11.5,8.0,82,8.6,clear,autumn,45+,casual,normal,formal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
-12.6,-14.6,67,5.2,clouds,winter,45+,casual,normal,formal,Wool Coat,outerwear,-15,5,8,8,business,1
14.3,9.5,57,14.1,rain,autumn,25-35,elegant,cold,semi_formal,Down Jacket,outerwear,-25,5,9,5,casual,0
7.7,2.6,71,11.2,rain,autumn,45+,sporty,very_cold,informal,Long Sleeve Shirt,upper,0,20,4,7,business,0
-5.4,-4.5,43,7.3,rain,spring,45+,sporty,very_cold,formal,Sandals,footwear,22,45,1,2,casual,0
16.0,13.5,75,14.0,clouds,spring,35-45,elegant,cold,informal,T-Shirt,upper,18,35,1,3,casual,0
0.1,-1.8,90,8.4,clouds,spring,25-35,elegant,very_cold,formal,Wool Coat,outerwear,-15,5,8,8,business,1
22.1,19.5,78,10.6,clouds,autumn,45+,elegant,normal,formal,Polo Shirt,upper,15,28,2,6,casual,0
9.8,6.7,81,10.3,clouds,spring,45+,elegant,very_cold,formal,Heavy Parka,outerwear,-30,0,10,4,casual,0
